0	1	2	3	4	5	6	7	8	9	10	11
NFATC2IP	FSHB	SCN4A	FOXE1	AC133919.6	ZC3H11A	FANCD2OS	SAYSD1	ALG5	TMC5	RHCG	GLYR1
CTB-134H23.2	RCN1	VMP1	TMEFF1	TCF25	ETNK2	WNT7A	PI16	BRCA2	NDE1	CIB1	EMP2
IL21R	LMO2	RGS9	TDRD7	PRDM7	CHIT1	SEC13	DAAM2	SPG20OS	PDXDC1	ZNF774	SEPT12
SULT1A2	ELF5	PPM1E	HSD17B3	DEF8	TMEM81	IQSEC1	TEAD3	NAA16	NOMO3	CHD2	SRL
SLC5A11	DNAJC24	CSH2	TGFBR1	FANCA	ZC3H11A	TAMM41	C6orf222	KBTBD7	MKL2	CIB1	ZNF500
ZKSCAN2	PRRG4	TRIM37	TRIM14	RP11-356C4.2	SNRPE	SEC13	CPNE5	SMAD9	UMOD	POLG	CDIP1
IL27	KIAA1549L	MARCH10	MSANTD3-TMEFF1	AC133919.6	MDM4	CAND2	PIM1	DGKH	GDE1	AP3S2	NLRC3
LAT	AC132216.1	RPS6KB1	LPPR1	SPIRE2	TMEM183A	FBLN2	LHFPL5	CCDC169	PDXDC1	TICRR	TEKT5
NFATC2IP	ABTB2	CLTC	FANCC	C16orf3	ZC3H11A	TMEM40	LHFPL5	SOHLH2	NOMO2	RP11-697E2.6	CARHSP1
RABEP2	BBOX1	PTRH2	ZNF189	AC133919.6	KDM5B	FANCD2OS	FTSJD2	TNFSF11	PDILT	TTLL13	METTL22
NPIPL1	LUZP2	CSHL1	C9orf174	RP11-356C4.2	DSTYK	TAMM41	BRPF3	SPG20OS	ABCC6	GDPGP1	TMEM114
IL4R	AC103801.2	PPM1D	MSANTD3-TMEFF1	DEF8	LGR6	COLQ	TEAD3	NAA16	C16orf45	NGRN	CDIP1
SULT1A2	BDNF	FTSJ3	TGFBR1	DBNDD1	MYBPH	TSEN2	TMEM217	CCDC169-SOHLH2	RP11-1212A22.2	RCCD1	TRAP1
APOBR	AC132216.1	PSMC5	HEMGN	SPIRE2	CHIT1	RAF1	TULP1	AKAP11	RPS15A	FAM174B	RP11-127I20.4
IL21R	SLC5A12	PTRH2	FOXE1	C16orf3	ZBED6	MKRN2-AS1	TBC1D22B	STOML3	SHISA9	IDH2	UBN1
PALB2	AC103801.2	BCAS3	C9orf174	TCF25	LEMD1	IQSEC1	LHFPL5	ALG5	CTD-2349B8.1	C15orf38	ANKS3
CHP2	SVIP	POLG2	XPA	DEF8	UBE2T	SLC6A6	RNF8	SUGT1P3	ITPRIPL2	ARRDC4	FAM100A
ATXN2L	KIF18A	VMP1	DKFZP434H0512	DEF8	CHIT1	TSEN2	GLP1R	AL133318.1	AC092291.2	C15orf38	TFAP4
RABEP2	EIF3M	HEATR6	COL15A1	DBNDD1	NFASC	COLQ	PXT1	RFC3	CCP110	POLG	ROGDI
CD19	METTL15	BRIP1	LPPR1	FANCA	TMEM81	VGLL4	SRSF3	MTRF1	FOPNL	RP11-82I10.1	HMOX2
TUFM	FANCF	STRADA	SLC35D2	MC1R	DSTYK	SH3BP5	FTSJD2	POSTN	CCP110	MCTP2	CREBBP
LCMT1	LUZP2	TEX2	GABBR2	CENPBD1	MFSD4	C3orf20	C6orf89	NHLRC3	PDILT	RCCD1	FAM86A
CTB-134H23.2	DNAJC24	DDX42	SEC61B	DEF8	MDM4	TMEM43	TULP1	RGCC	NOMO2	CIB1	ABAT
BOLA2	CAT	GNA13	ZNF189	SPIRE2	MYOG	BTD	PPIL1	TNFSF11	KIAA0430	RCCD1	PPL
NPIPL1	ANO3	NACA2	XPA	FANCA	ZBED6	CCDC174	DNAH8	PROSER1	KIAA0430	PRC1	CREBBP
PALB2	ANO3	GNA13	TMEFF1	C16orf3	ELK4	TIMP4	GLP1R	KL	RRN3	RGMA	C16orf72
XPO6	QSER1	DDX5	TRIM14	DEF8	NFASC	WNT7A	MTCH1	POSTN	PLA2G10	SLCO3A1	SEPT12
XPO6	CSTF3	TRIM37	COL15A1	DBNDD1	SOX13	SYN2	C6orf222	AL133318.1	PARN	CHD2	SEPT12
AQP8	PAX6	SKA2	ZNF782	TCF25	RBBP5	VGLL4	MDGA1	CCDC169	NDE1	KIF7	SEPT12
ERN2	METTL15	VMP1	ZNF782	MC1R	KLHDC8A	SH3BP5	FANCE	TNFSF11	MYH11	ST8SIA2	SLX4
ERN2	CSTF3	CACNG5	CTSL2	FANCA	KISS1	MKRN2-AS1	STK38	FREM2	RP11-1212A22.2	UNC45A	PAM16
CTB-134H23.2	FSHB	CACNG1	C9orf156	DBNDD1	KLHL12	GHRL	CLPSL1	RFC3	RRN3	MESP2	SEPT12
BOLA2	CSTF3	SMARCD2	SEC61B	GAS8	REN	TSEN2	MAPK14	NBEA	GDE1	FURIN	ATF7IP2
PLK1	EIF3M	GH2	ANP32B	C16orf3	MDM4	TIMP4	STK38	VWA8	ABCC1	FURIN	ATF7IP2
ATP2A1	SLC5A12	CD79B	MRPL50	FANCA	CNTN2	WNT7A	FANCE	UFM1	SYT17	AC016251.1	PMM2
ERN2	CCDC34	AC005544.1	AAED1	DBNDD1	PPP1R12B	FANCD2	SLC26A8	TRPC4	RP11-719K4.1	MESP2	TMEM186
SLC5A11	ELP4	BCAS3	FOXE1	MC1R	REN	IQSEC1	MAPK13	ALG5	UMOD	MESP1	DNASE1
SBK1	PRRG4	RGS9	COL15A1	FANCA	ZBED6	ATP2B2	RNF8	CCDC169	AC092291.2	GABARAPL3	TMEM114
NSMCE1	ANO3	C17orf82	ANKS6	CENPBD1	REN	NUP210	ARMC12	TRPC4	NPIP	ANPEP	MGRN1
ERN2	PRRG4	TANC2	TEX10	SPIRE2	KISS1	FANCD2	MAPK14	AL133318.1	PLA2G10	PLIN1	RBFOX1
SLC5A11	AC103801.2	STRADA	ZNF510	C16orf3	KLHDC8A	COLQ	C6orf222	STARD13	NPIPP1	C15orf38	FAM86A
KIAA0556	ABTB2	CTD-2535L24.2	KRT8P11	GAS8	LRRN2	CCDC174	MAPK13	EXOSC8	PLA2G10	SLCO3A1	CARHSP1
LCMT1	KCNA4	C17orf82	NCBP1	TCF25	LAX1	FANCD2	ETV7	AKAP11	XYLT1	BLM	ATF7IP2
SBK1	LMO2	RP11-15E18.4	HIATL2	MC1R	KDM5B	HDAC11	ZFAND3	ALG5	SHISA9	VPS33B	DNAJA3
SULT1A1	ANO5	VMP1	FAM22G	CENPBD1	CNTN2	VGLL4	KCNK16	STARD13	NOMO2	MAN2A2	C16orf89
NUPR1	ABTB2	APOH	MSANTD3	SPIRE2	ADORA1	RAF1	COX6A1P2	CCDC169-SOHLH2	RP11-1212A22.2	TICRR	TFAP4
GTF3C1	ARL14EP	STRADA	SLC35D2	PRDM7	PRELP	HRH1	DAAM2	NAA16	RP11-467M13.1	C15orf32	CREBBP
IL27	C11orf91	MED13	ZNF367	SPIRE2	CYB5R1	IQSEC1	KIF6	SERTM1	RP11-467M13.1	SLCO3A1	TFAP4
GTF3C1	LUZP2	APPBP2	TMEFF1	DEF8	ADORA1	TPRXL	FTSJD2	ELF1	RP11-1212A22.2	MESP2	NLRC3
IL4R	LGR4	PRKCA	BAAT	GAS8	CYB5R1	WNT7A	SAYSD1	SPG20	RP11-467M13.1	AC016251.1	RBFOX1
XPO6	FBXO3	APPBP2	XPA	RP11-356C4.2	CHI3L1	SEC13	C6orf222	NBEA	NTAN1	MESP2	ALG1
IL4R	FANCF	CYB561	CORO2A	FANCA	PPP1R12B	TIMP4	PIM1	STOML3	PDILT	MESP2	CORO7
CTB-134H23.2	ELP4	STRADA	CTSL2	FANCA	PLEKHA6	ATG7	BTBD9	ALG5	SHISA9	MAN2A2	C16orf72
PLK1	ANO3	CTD-2535L24.2	HSD17B3	TCF25	ETNK2	ATP2B2	FANCE	PROSER1	C16orf62	FAM174B	SEC14L5
ZKSCAN2	ANO3	C17orf64	HSD17B3	GAS8	SOX13	MRPS25	CLPSL2	TRPC4	PDILT	PEX11A	C16orf71
PALB2	NAT10	MRC2	TGFBR1	TCF25	PLEKHA6	EAF1	TMEM217	SUGT1P3	KIAA0430	ANPEP	ANKS3
SULT1A1	ARL14EP	CLTC	SLC35D2	FANCA	FMOD	TSEN2	RNF8	SLC25A15	GPRC5B	FANCI	C16orf96
EIF3CL	ANO5	GNA13	NR4A3	TCF25	NUAK2	VGLL4	STK38	RFXAP	PDILT	GABARAPL3	C16orf72
LCMT1	EIF3M	PRR11	ERP44	CENPBD1	CYB5R1	ATP2B2	FANCE	VWA8	ERCC4	TTLL13	USP7
EIF3C	TCP11L1	SMARCD2	XPA	FANCA	ETNK2	RAF1	LHFPL5	VWA8	PARN	SEMA4B	C16orf96
ARHGAP17	ANO5	SCN4A	ERP44	MC1R	BTG2	HRH1	RAB44	POSTN	RP11-467M13.1	VPS33B	RBFOX1
SBK1	C11orf91	SKA2	FAM22G	TCF25	PLEKHA6	WNT7A	PPARD	FOXO1	ABCC6	PEX11A	TMEM114
GSG1L	ARL14EP	MARCH10	AAED1	C16orf3	PRELP	CAPN7	BTBD9	KL	SYT17	RP11-697E2.6	FAM86A
IL21R	CD59	CSHL1	FAM22G	AC133919.6	KDM5B	SEC13	RNF8	SMAD9	COQ7	MESP1	PMM2
TNRC6A	QSER1	TACO1	TRIM14	AC133919.6	PPP1R15B	WNT7A	SAYSD1	PROSER1	MKL2	VPS33B	NMRAL1
IL27	FANCF	USP32	TMEFF1	RP11-356C4.2	TMEM81	PPARG	ZFAND3	CCNA1	RP11-1035H13.3	NR2F2	ADCY9
EIF3C	EHF	INTS2	HSD17B3	FANCA	ETNK2	SYN2	COX6A1P2	SPG20	ERCC4	RHCG	GLIS2
GTF3C1	EIF3M	TLK2	CORO2A	C16orf3	MYBPH	NR2C2	SRSF3	STOML3	PARN	C15orf32	C16orf71
PALB2	QSER1	GNA13	ERP44	FANCA	FMOD	FGD5	LHFPL5	VWA8	NDE1	ARRDC4	C16orf96
SLC5A11	ELF5	TANC2	C9orf156	TCF25	LEMD1	TPRXL	SRPK1	TRPC4	ARL6IP1	AP3S2	PAM16
RABEP2	AC103801.2	C17orf82	FOXE1	DEF8	SNRPE	VGLL4	FTSJD2	NBEA	RP11-467M13.1	VPS33B	ABAT
LCMT1	CAT	CEP112	GABBR2	C16orf3	ELK4	FANCD2	RAB44	VWA8	NOMO3	SEMA4B	C16orf71
XPO6	DNAJC24	PSMC5	ERCC6L2	DEF8	NFASC	TPRXL	RAB44	UFM1	PDILT	GDPGP1	C16orf96
PLK1	AC103801.2	SMARCD2	HIATL2	FANCA	PPP1R12B	BRK1	FKBP5	AKAP11	NOMO2	MAN2A2	HMOX2
GSG1L	RCN1	APOH	ZNF189	FANCA	RP11-480I12.4	TSEN2	LHFPL5	TRPC4	RPS15A	CHD2	HMOX2
CD19	GAS2	APPBP2	ANP32B	C16orf3	UBE2T	COLQ	FTSJD2	POSTN	SMG1	BLM	CARHSP1
TUFM	KIAA1549L	MED13	TGFBR1	DEF8	AC119673.1	FANCD2	RAB44	NBEA	ABCC6	HDDC3	RP11-297M9.1
CTB-134H23.2	ANO5	CTD-2510F5.6	FANCC	MC1R	ZBED6	HACL1	CDKN1A	PDS5B	NPIP	AC112693.2	AC012676.1
AQP8	LMO2	TUBD1	FOXE1	SPIRE2	ADIPOR1	IRAK2	MDGA1	MAB21L1	C16orf62	MESP1	RP11-127I20.4
IL21R	QSER1	USP32	XPA	TCF25	REN	CAPN7	LHFPL5	FAM216B	C16orf45	RP11-82I10.1	SLX4
CTB-134H23.2	IMMP1L	TLK2	TDRD7	FANCA	LGR6	VHL	ZFAND3	MRPS31	FOPNL	TTLL13	C16orf89
APOBR	CCDC73	NACA2	COL15A1	FANCA	PLEKHA6	FBLN2	FGD2	STOML3	GPR139	AC016251.1	HMOX2
ERN2	LUZP2	PTRH2	TMOD1	DEF8	TMEM183A	MKRN2-AS1	TBC1D22B	RFC3	NOMO3	MCTP2	CORO7-PAM16
RABEP2	RCN1	RAD51C	TSTD2	TCF25	SYT2	FANCD2OS	RPL10A	SUGT1P3	RP11-719K4.2	FES	C16orf71
PLK1	AC132216.1	MED13	NANS	GAS8	SLC45A3	TATDN2	LHFPL5	MTRF1	FOPNL	NGRN	SEC14L5
GSG1L	CCDC73	CYB561	NR4A3	RP11-356C4.2	KISS1	FANCD2OS	CCDC167	SPG20OS	RRN3	POLG	TEKT5
HS3ST4	KIF18A	GH2	ZNF510	FANCA	MDM4	FGD5	FANCE	WBP4	CTD-2349B8.1	PEX11A	SEPT12
SH2B1	KIF18A	C17orf82	TGFBR1	FANCA	ZBED6	TMEM43	FGD2	CSNK1A1L	RP11-1212A22.2	PRC1	ANKS3
SNX29P2	KIF18A	ICAM2	ZNF367	TCF25	UBE2T	RAF1	RAB44	MRPS31	SYT17	RGMA	RP11-297M9.1
HS3ST4	EHF	SMG8	HIATL2	CENPBD1	AC119673.1	TPRXL	KCNK17	N4BP2L1	RP11-1035H13.3	NGRN	TFAP4
PALB2	AC103801.2	PPM1D	CORO2A	PRDM7	SYT2	LSM3	RAB44	SLC25A15	RP11-1212A22.2	RGMA	FAM86A
SULT1A1	FIBIN	CD79B	HIATL2	RP11-356C4.2	LGR6	GHRL	DAAM2	DCLK1	NOMO3	AP3S2	TFAP4
APOBR	ANO3	MAP3K3	TDRD7	DEF8	KLHL12	TAMM41	KCNK16	FOXO1	PDILT	POLG	SEPT12
SLC5A11	LGR4	KCNH6	SLC35D2	PRDM7	CDK18	HACL1	KCNK17	NAA16	RP11-1212A22.2	ARRDC4	CREBBP
TUFM	ARL14EP	PPM1D	TEX10	CENPBD1	ZBED6	RPL32	SRSF3	RP11-298P3.4	ERCC4	RHCG	HMOX2
HS3ST4	FSHB	METTL2A	CDC14B	RP11-356C4.2	BTG2	CHCHD4	GLO1	MTRF1	SHISA9	RGMA	CORO7-PAM16
GTF3C1	DEPDC7	SKA2	AAED1	TCF25	TMCC2	ZFYVE20	COX6A1P2	N4BP2L1	NOMO3	SPATA8	CREBBP
SULT1A2	TCP11L1	DDX5	XPA	AC133919.6	DSTYK	XPC	RAB44	CSNK1A1L	AC092291.2	PLIN1	VASN
GTF3C1	ARL14EP	CTD-2535L24.2	ZNF510	DEF8	SYT2	VGLL4	MAPK13	PROSER1	UMOD	C15orf38	PAM16
BOLA2	CCDC73	RPS6KB1	FANCC	FANCA	KLHL12	AC034193.1	PNPLA1	CCDC169-SOHLH2	XYLT1	IQGAP1	TRAP1
KDM8	CD59	SMG8	CDC14B	PRDM7	OPTC	RPL32	DNAH8	AL133318.1	TMC7	ST8SIA2	EMP2
PRKCB	FANCF	ERN1	NCBP1	FANCA	MYOG	ZFYVE20	DAAM2	RP11-298P3.4	CLEC19A	VPS33B	SLX4
DCTN5	CAT	SMG8	NCBP1	GAS8	MFSD4	VGLL4	RNF8	KL	AC092291.2	TTLL13	CORO7
CTB-134H23.2	GAS2	MAP3K3	COL15A1	TCF25	TMCC2	ATG7	PNPLA1	RGCC	PLA2G10	ZNF774	RP11-297M9.1
GSG1L	WT1	CTD-2510F5.6	ZNF510	PRDM7	MYOG	C3orf20	TBC1D22B	CCNA1	RP11-467M13.1	IDH2	SEPT12
ARHGAP17	GAS2	POLG2	GALNT12	TCF25	LGR6	SH3BP5	FKBP5	KBTBD7	NTAN1	ANPEP	CORO7-PAM16
NPIPL1	LUZP2	CSH2	GABBR2	DBNDD1	PRELP	SLC6A1	BTBD9	CCDC169-SOHLH2	C16orf45	PRC1	PMM2
SPNS1	LIN7C	TBX4	TGFBR1	C16orf3	ZBED6	RPL32	MDGA1	RFC3	XYLT1	ANPEP	METTL22
ARHGAP17	ELP4	SMG8	TDRD7	RP11-356C4.2	PRELP	EAF1	MDGA1	AKAP11	NOMO3	PEX11A	UBN1
CHP2	EHF	BRIP1	TDRD7	FANCA	KLHDC8A	TSEN2	MAPK13	WBP4	PARN	NGRN	C16orf71
KIAA0556	CD59	CEP112	ZNF189	CENPBD1	RP11-480I12.4	VGLL4	CLPSL2	N4BP2L2	C16orf88	C15orf38-AP3S2	TRAP1
SBK1	FANCF	ICAM2	TEX10	TCF25	ZBED6	VGLL4	RNF8	LHFP	NOMO2	IQGAP1	ATF7IP2
ATP2A1	CAT	MRC2	TDRD7	C16orf3	RP11-480I12.4	TMEM43	ZFAND3	RGCC	NTAN1	PLIN1	PPL
CTB-134H23.2	GAS2	MAP3K3	TBC1D2	TCF25	MFSD4	GHRL	KCTD20	SOHLH2	MKL2	GABARAPL3	GLYR1
APOBR	ANO5	C17orf82	TMOD1	FANCA	MYOG	TATDN2	MAPK13	AKAP11	PLA2G10	KIF7	DNASE1
NUPR1	ELP4	LIMD2	TGFBR1	TCF25	CHIT1	FANCD2OS	CLPSL1	AKAP11	RP11-467M13.1	PLIN1	C16orf72
CD19	SLC17A6	TEX2	LPPR1	C16orf3	CHIT1	CAND2	FKBP5	COG6	SHISA9	IDH2	SEC14L5
NPIPL1	PAX6	RP11-15E18.4	ANKS6	SPIRE2	FMOD	RAF1	LHFPL5	NHLRC3	BFAR	CRTC3	SRL
NSMCE1	SLC17A6	PRKCA	TEX10	CENPBD1	LGR6	VGLL4	SAYSD1	ELF1	TMC5	CRTC3	C16orf89
XPO6	CAPRIN1	RP11-51F16.8	BAAT	C16orf3	MYOG	BTD	TULP1	N4BP2L2	RP11-1212A22.2	TTLL13	ANKS3
XPO6	LMO2	FTSJ3	ANKS6	PRDM7	ETNK2	SLC6A6	TULP1	FAM48A	NPIPP1	KIF7	NMRAL1
NSMCE1	FSHB	CTD-2510F5.6	TMEFF1	PRDM7	KLHL12	SLC6A6	SLC26A8	PROSER1	ABCC1	ZNF710	ATF7IP2
IL4R	BDNF	APOH	BAAT	CENPBD1	RP11-480I12.4	GHRL	RNF8	SERTM1	NTAN1	BLM	AC012676.1
BOLA2	KIAA1549L	APOH	FAM22G	FANCA	PPP1R12B	XPC	SRPK1	KBTBD6	NTAN1	CIB1	CDIP1
IL4R	AC132216.1	PTRH2	KRT8P11	CENPBD1	MYOG	COLQ	GLP1R	SMAD9	NPIP	TTLL13	ADCY9
SLC5A11	PAX6	APOH	SEC61B	AC133919.6	ZC3H11A	XPC	COX6A1P2	N4BP2L2	ABCC6	AC087477.1	RP11-297M9.1
RBBP6	PAX6	SMG8	XPA	DEF8	ADORA1	BTD	FANCE	ELF1	ABCC1	CRTC3	AC012676.1
CHP2	ABTB2	CCDC47	GABBR2	FANCA	DSTYK	GHRL	TULP1	MTRF1	PLA2G10	RCCD1	TFAP4
LAT	MUC15	BRIP1	MSANTD3-TMEFF1	SPIRE2	CDK18	TPRXL	FTSJD2	KL	RP11-719K4.1	SPATA8	RBFOX1
CD19	PRRG4	METTL2A	XPA	FANCA	FMOD	FBLN2	TEAD3	TNFSF11	RP11-1035H13.3	PEX11A	GRIN2A
SBK1	CCDC34	INTS2	SEC61B	DEF8	MDM4	SEC13	GLO1	MTRF1	ERCC4	MESP1	USP7
SH2B1	QSER1	C17orf64	NANS	C16orf3	LAX1	FANCD2	COX6A1P2	KBTBD6	CCP110	FAM174B	HMOX2
SNX29P2	NAT10	MARCH10	XPA	CENPBD1	UBE2T	EAF1	FANCE	RFC3	TMC7	RHCG	FAM86A
SPNS1	FANCF	FTSJ3	SEC61B	MC1R	NUAK2	SYN2	MAPK13	CCNA1	NOMO1	RP11-697E2.6	ALG1
ARHGAP17	ELP4	CTD-2510F5.6	ZNF782	DEF8	SLC45A3	TPRXL	SRPK1	PDS5B	AC092291.2	SPATA8	FAM100A
SULT1A2	DCDC5	ICAM2	TEX10	SPIRE2	FMOD	IQSEC1	SAYSD1	BRCA2	RP11-1212A22.2	UNC45A	PPL
SPNS1	ABTB2	DCAF7	C9orf174	CENPBD1	KLHDC8A	TMEM40	TEAD3	COG6	IQCK	FURIN	ALG1
KDM8	CD59	CSH1	TSTD2	GAS8	FMOD	TPRXL	TULP1	BRCA2	CLEC19A	C15orf32	RBFOX1
PALB2	RP11-17A1.2	RP11-51F16.8	HEMGN	AC133919.6	LEMD1	ZFYVE20	SRPK1	EXOSC8	NTAN1	AP3S2	C16orf96
PALB2	EIF3M	RNFT1	FANCC	SPIRE2	CHIT1	FBLN2	LHFPL5	AL133318.1	NTAN1	C15orf38	FAM100A
NSMCE1	QSER1	CSH2	MSANTD3	FANCA	PIK3C2B	WNT7A	MAPK13	DCLK1	TMC7	TICRR	TMEM114
ERN2	ANO3	PPM1E	HSD17B3	FANCA	GOLT1A	HDAC11	MTCH1	RP11-298P3.4	FOPNL	POLG	TMEM114
PLK1	METTL15	APPBP2	COL15A1	AC133919.6	GOLT1A	SEC13	C6orf222	LHFP	MYH11	FANCI	ATF7IP2
ZKSCAN2	MPPED2	MRC2	CORO2A	PRDM7	UBE2T	IRAK2	SRPK1	SOHLH2	CTD-2349B8.1	SLCO3A1	MGRN1
CTB-134H23.2	CCDC34	LRRC37A3	ZNF782	CENPBD1	TMEM183A	HACL1	STK38	DCLK1	FOPNL	VPS33B	RBFOX1
ATXN2L	QSER1	LIMD2	SLC35D2	DBNDD1	SNRPE	IRAK2	TULP1	TRPC4	CCP110	ANPEP	DNASE1
CACNG3	DEPDC7	RP11-178C3.1	NR4A3	MC1R	RP11-480I12.4	TATDN2	MTCH1	STOML3	SYT17	VPS33B	EMP2
SLC5A11	CAPRIN1	CACNG1	ERP44	AC133919.6	TMEM81	ATG7	MAPK13	EXOSC8	BFAR	SEMA4B	PMM2
IL4R	EIF3M	C17orf72	ZNF189	FANCA	ADORA1	SEC13	ARMC12	RFXAP	NOMO1	RP11-697E2.6	ANKS3
NFATC2IP	CAPRIN1	RP11-15E18.4	SLC35D2	TCF25	REN	AC034193.1	COX6A1P2	N4BP2L1	NPIPP1	UNC45A	CORO7-PAM16
ATXN2L	DNAJC24	CSHL1	TRIM14	C16orf3	ELK4	FGD5	FANCE	FOXO1	ABCC1	RGMA	SEC14L5
HS3ST4	SLC17A6	CLTC	MRPL50	FANCA	UBE2T	CCDC174	KCNK5	FAM48A	GPR139	UNC45A	METTL22
RBBP6	PRRG4	HEATR6	NANS	FANCA	DSTYK	FANCD2	RAB44	UFM1	BFAR	RHCG	RP11-127I20.4
ARHGAP17	DEPDC7	NACA2	SLC35D2	GAS8	RABIF	AC034193.1	CPNE5	PROSER1	SHISA9	FANCI	DNAJA3
GSG1L	ANO3	MRC2	HSD17B3	SPIRE2	MYOG	MKRN2-AS1	STK38	RP11-298P3.4	ABCC6	NR2F2	GLYR1
ZKSCAN2	IMMP1L	TEX2	ANKS6	MC1R	BTG2	IRAK2	KCNK16	AKAP11	SYT17	UNC45A	RBFOX1
SULT1A1	PRRG4	TRIM37	ZNF510	FANCA	PPP1R12B	METTL6	CLPS	ELF1	ERCC4	SPATA8	FAM100A
XPO6	SLC5A12	RPS6KB1	TGFBR1	FANCA	TMEM81	CHCHD4	CCDC167	MRPS31	ERCC4	C15orf38	C16orf89
APOBR	CAPRIN1	CYB561	MSANTD3-TMEFF1	DEF8	REN	CAND2	SLC26A8	RFXAP	SHISA9	FURIN	RP11-127I20.4
ERN2	WT1	PPM1E	CTSL2	TCF25	CHI3L1	NUP210	KIF6	ELF1	ABCC1	CIB1	C16orf96
IL4R	LGR4	CACNG4	C9orf174	CENPBD1	UBE2T	C3orf20	MDGA1	BRCA2	COQ7	MESP1	SEC14L5
ATXN2L	FANCF	CSHL1	FOXE1	MC1R	REN	HDAC11	FGD2	STARD13	SHISA9	RCCD1	TFAP4
SH2B1	IMMP1L	CYB561	TMEFF1	MC1R	LEMD1	C3orf20	TBC1D22B	SLC25A15	ERCC4	VPS33B	CDIP1
ZKSCAN2	NAT10	SMG8	PTCH1	FANCA	PIK3C2B	SLC6A11	CLPS	ELF1	RP11-467M13.1	SV2B	FAM86A
TNRC6A	ELP4	FTSJ3	AAED1	CENPBD1	MYBPH	TMEM40	MTCH1	EXOSC8	NPIP	FES	SEC14L5
CHP2	FBXO3	BRIP1	FAM22G	GAS8	BTG2	BTD	MAPK13	ALG5	PDILT	MESP1	SLX4
KDM8	NAT10	MARCH10	LPPR1	FANCA	PPP1R12B	CCDC174	RNF8	CCNA1	RP11-467M13.1	AC112693.2	SEC14L5
PALB2	GAS2	PRKCA	ZNF189	DEF8	MYBPH	FANCD2OS	LHFPL5	COG6	AC092291.2	C15orf38	C16orf72
EIF3CL	LUZP2	TEX2	COL15A1	DEF8	MYBPH	AC034193.1	KCNK17	BRCA2	COQ7	GDPGP1	NMRAL1
LAT	AC132216.1	TEX2	STX17	TCF25	LAX1	LSM3	MAPK14	STOML3	GPRC5B	SV2B	ROGDI
EIF3C	KIAA1549L	CTD-2535L24.2	ERP44	AC133919.6	PIK3C2B	HACL1	GLP1R	POSTN	NPIP	C15orf38	AC012676.1
ZKSCAN2	BBOX1	TEX2	HSD17B3	CENPBD1	CHIT1	LSM3	RAB44	BRCA2	ITPRIPL2	RGMA	TMEM186
NFATC2IP	FIBIN	SCN4A	MRPL50	C16orf3	KLHL12	SEC13	MAPK14	FOXO1	RP11-467M13.1	FAM174B	ATF7IP2
TNRC6A	QSER1	AC005544.1	CTSL2	FANCA	TMEM81	NR2C2	GLO1	CCNA1	CTD-2349B8.1	C15orf38-AP3S2	C16orf89
ZKSCAN2	QSER1	SCN4A	MSANTD3	AC133919.6	PPFIA4	FBLN2	CLPSL1	TRPC4	ABCC6	FURIN	SLX4
SBK1	ELF5	RGS9	INVS	FANCA	SLC45A3	GHRL	MTCH1	SUGT1P3	PDXDC1	CHD2	SEC14L5
ATXN2L	KCNA4	NACA2	SEC61B	GAS8	PPP1R12B	BTD	C6orf89	SMAD9	RP11-1035H13.3	SV2B	GRIN2A
LCMT1	EIF3M	RPS6KB1	HABP4	RP11-356C4.2	FMOD	VHL	CPNE5	NAA16	SHISA9	ANPEP	ADCY9
ARHGAP17	CSTF3	TUBD1	NCBP1	SPIRE2	LRRN2	TMEM43	CLPS	FREM2	IQCK	RGMA	NLRC3
IL27	KIF18A	CSH2	LPPR1	DBNDD1	CHI3L1	TAMM41	MTCH1	N4BP2L1	NOMO3	GDPGP1	FAM86A
NFATC2IP	TCP11L1	CACNG1	STX17	RP11-356C4.2	ADIPOR1	RPL32	ARMC12	COG6	C16orf62	CIB1	ATF7IP2
PRKCB	HIPK3	CLTC	ANKS6	C16orf3	LGR6	SH3BP5	PPIL1	TRPC4	TMC5	TICRR	METTL22
RABEP2	SLC17A6	CA4	NCBP1	RP11-356C4.2	RBBP5	CAND2	TMEM217	NHLRC3	ERCC4	IQGAP1	VASN
APOBR	WT1	VMP1	ANKS6	DBNDD1	PPFIA4	PPARG	TMEM217	SUGT1P3	BFAR	WDR93	ABAT
ERN2	BDNF	TLK2	MRPL50	PRDM7	MYBPH	TMEM40	FTSJD2	LHFP	GPRC5B	GABARAPL3	GRIN2A
PLK1	ARL14EP	LRRC37A3	C9orf174	RP11-356C4.2	REN	MKRN2	PPIL1	BRCA2	ERCC4	ZNF774	EMP2
CD19	FSHB	C17orf82	FAM22G	TCF25	CHI3L1	FANCD2	GLO1	MRPS31	KIAA0430	FANCI	CORO7-PAM16
CHP2	SLC5A12	CYB561	MURC	AC133919.6	SLC45A3	VGLL4	KCNK17	CSNK1A1L	AC092291.2	HDDC3	CARHSP1
SBK1	BBOX1	CYB561	KRT8P11	SPIRE2	KLHL12	MKRN2-AS1	RAB44	CCDC169-SOHLH2	NOMO3	PEX11A	TMEM114
NUPR1	MPPED2	PRKCA	ALG2	GAS8	SNRPE	CCDC174	MTCH1	CCDC169-SOHLH2	MKL2	PRC1	FAM100A
GTF3C1	NAT10	SMG8	C9orf174	MC1R	PIK3C2B	RAF1	SLC26A8	SLC25A15	KIAA0430	ANPEP	TFAP4
