0 1 2 3 4 5 6 7 8 9 10 11
CACNG3 FBXO3 SMURF2 ZNF189 TCF25 ADORA1 TMEM40 RAB44 BRCA2 ERCC4 ARRDC4 ADCY9
XPO6 BDNF HEATR6 GABBR2 MC1R CDK18 MKRN2 KCNK5 ELF1 IQCK MAN2A2 RP11-297M9.1
AQP8 BDNF PRR11 TGFBR1 GAS8 ZBED6 CAND2 CLPSL2 STOML3 GPRC5B FES GRIN2A
TUFM GAS2 RAD51C PTCH1 FANCA SLC45A3 FANCD2OS PIM1 RP11-298P3.4 RRN3 RGMA RP11-297M9.1
KIAA0556 METTL15 DDX42 ANP32B FANCA AC119673.1 GHRL SLC26A8 SOHLH2 KIAA0430 GDPGP1 DNAJA3
NFATC2IP BDNF SMURF2 HABP4 CENPBD1 PPP1R15B GHRL KCNK16 SMAD9 FOPNL AP3S2 MGRN1
PLK1 DEPDC7 CSHL1 C9orf156 GAS8 TMCC2 CCDC174 SLC26A8 CSNK1A1L RP11-719K4.1 SEMA4B GRIN2A
NFATC2IP METTL15 APPBP2 FANCC GAS8 ELK4 IQSEC1 KIF6 RFXAP NOMO3 SPATA8 ABAT
IL4R LUZP2 MED13 ERP44 CENPBD1 CHI3L1 RAF1 ETV7 MTRF1 C16orf88 PRC1 ATF7IP2
EIF3C ANO3 C17orf82 TDRD7 C16orf3 RABIF WNT7A GLO1 LHFP CCP110 ANPEP PPL
RABEP2 SLC17A6 CSH2 DKFZP434H0512 DEF8 CNTN2 METTL6 KCTD20 SPG20OS NOMO1 ST8SIA2 MGRN1
NUPR1 DNAJC24 SMG8 FANCC DEF8 PRELP WNT7A ETV7 BRCA2 XYLT1 AC016251.1 CDIP1
EIF3C ELP4 TBX4 TEX10 DEF8 LGR6 TMEM43 ZFAND3 SERTM1 NPIPP1 TTLL13 CARHSP1
SULT1A1 PAX6 DHX40 STX17 RP11-356C4.2 ADIPOR1 FANCD2 RAB44 SUGT1P3 KIAA0430 SPATA8 CARHSP1
NPIPL1 AC132216.1 DDX42 MRPL50 AC133919.6 MYBPH GHRL ZFAND3 RFXAP RP11-719K4.2 TICRR ADCY9
RABEP2 DCDC5 VMP1 CDC14B FANCA PPP1R15B RPL32 ZFAND3 CCDC169 RP11-719K4.2 GABARAPL3 C16orf89
EIF3C RP11-17A1.2 FTSJ3 SLC35D2 CENPBD1 PPP1R12B MRPS25 PXT1 FREM2 SYT17 ANPEP NAGPA
IL21R IMMP1L DHX40 ANP32B TCF25 DSTYK TMEM43 DAAM2 MTRF1 RRN3 KIF7 PAM16
ATXN2L ARL14EP SMARCD2 NCBP1 GAS8 MFSD4 VHL TMEM217 AKAP11 ARL6IP1 WDR93 PAM16
KDM8 EHF CA4 NR4A3 DBNDD1 PRELP EAF1 ARMC12 EXOSC8 NPIP FANCI CREBBP
CACNG3 EHF LIMD2 HIATL2 SPIRE2 DSTYK METTL6 TEAD3 NAA16 ABCC1 MESP1 EMP2
PALB2 DCDC5 RAD51C C9orf156 MC1R TMEM183A CAPN7 MDGA1 DCLK1 PDILT PEX11A C16orf72
PRKCB ANO3 CYB561 TMOD1 AC133919.6 GOLT1A TMEM43 CCDC167 KBTBD6 MYH11 RP11-82I10.1 C16orf72
NFATC2IP FANCF CCDC47 TMEFF1 SPIRE2 CDK18 TIMP4 C6orf89 RGCC PARN RHCG FAM100A
LCMT1 WT1 PPM1E ALG2 FANCA PPFIA4 CHCHD4 SRPK1 BRCA2 AC092291.2 RCCD1 SLX4
IL27 FIBIN CA4 NR4A3 FANCA TMEM183A BTD SRPK1 RFXAP ABCC6 PEX11A PAM16
BOLA2 QSER1 C17orf64 ZNF510 FANCA PLEKHA6 SEC13 PNPLA1 DGKH ARL6IP1 C15orf32 RBFOX1
KIAA0556 KIF18A TUBD1 MSANTD3-TMEFF1 FANCA REN TSEN2 CLPS WBP4 RRN3 UNC45A SEC14L5
APOBR DEPDC7 BRIP1 TMOD1 SPIRE2 ADORA1 CAND2 PIM1 CCNA1 SHISA9 VPS33B RP11-297M9.1
LAT SLC17A6 RAD51C HIATL2 CENPBD1 RABIF RAF1 CLPSL2 CCDC169 ITPRIPL2 PEX11A C16orf89
EIF3C LIN7C BCAS3 MSANTD3 TCF25 AC119673.1 BTD SRPK1 FAM216B PLA2G10 BLM RBFOX1
IL21R HIPK3 TBX4 BAAT DBNDD1 NFASC SLC6A1 PPARD CCDC169-SOHLH2 GDE1 RCCD1 PPL
LCMT1 AC103801.2 KCNH6 TDRD7 TCF25 RP11-480I12.4 SLC6A1 GLO1 PROSER1 BFAR FES NAGPA
CTB-134H23.2 LUZP2 CEP95 TBC1D2 DEF8 ELK4 XPC CPNE5 SPG20OS FOPNL ZNF710 ANKS3
BOLA2 QSER1 CYB561 HSD17B3 PRDM7 GOLT1A EAF1 FKBP5 RFC3 RPS15A ST8SIA2 NLRC3
IL21R LUZP2 CSH2 TSTD2 FANCA SNRPE COLQ BRPF3 KBTBD6 ARL6IP1 CHD2 FAM100A
RABEP2 ELP4 KCNH6 SEC61B CENPBD1 MFSD4 COLQ SRPK1 MRPS31 GDE1 SEMA4B TMEM186
EIF3CL ELF5 PRKCA HABP4 C16orf3 LGR6 GHRL MAPK14 RFXAP ARL6IP1 WDR93 TMEM114
ZKSCAN2 CD59 METTL2A FAM22G RP11-356C4.2 DSTYK IQSEC1 ETV7 NBEA SMG1 SV2B TFAP4
SH2B1 ELP4 TACO1 FOXE1 FANCA TMCC2 SLC6A1 SAYSD1 MTRF1 SHISA9 RP11-82I10.1 CORO7-PAM16
EIF3C LMO2 SMURF2 CDC14B DEF8 NFASC MKRN2-AS1 MAPK13 AKAP11 SHISA9 BLM C16orf71
TNRC6A AC132216.1 RAD51C C9orf156 DEF8 LAX1 FBLN2 DAAM2 RFC3 C16orf45 TICRR TMEM114
BOLA2 RCN1 MED13 TMOD1 CENPBD1 MYBPH MKRN2 KCNK5 NAA16 XYLT1 CIB1 CORO7
BOLA2 CCDC73 MAP3K3 C9orf156 CENPBD1 DSTYK EAF1 BRPF3 CCNA1 RRN3 ZNF774 VASN
AQP8 GAS2 BRIP1 LPPR1 SPIRE2 LEMD1 NR2C2 GLO1 FREM2 NDE1 AC016251.1 C16orf72
ERN2 KIAA1549L RP11-51F16.8 ANP32B AC133919.6 MFSD4 VHL KIF6 FAM216B NOMO1 AC112693.2 TMEM114
RABEP2 ANO5 DDX5 ERP44 RP11-356C4.2 SNRPE IQSEC1 PNPLA1 EXOSC8 GP2 MESP1 CREBBP
ZKSCAN2 IMMP1L RGS9 ZNF782 C16orf3 RABIF AC034193.1 CLPS PDS5B TMC5 SV2B TEKT5
TNRC6A ABTB2 ICAM2 MRPL50 DBNDD1 ZBED6 CHCHD4 MAPK13 SOHLH2 PLA2G10 MESP2 C16orf71
SULT1A1 AC103801.2 LRRC37A3 ZNF782 FANCA PPP1R15B SLC6A6 TBC1D22B SPG20OS GPRC5B KIF7 RBFOX1
KDM8 LGR4 PRKCA TSTD2 MC1R SOX13 LSM3 KIF6 SERTM1 FOPNL CIB1 USP7
PALB2 CSTF3 EFCAB3 NANS CENPBD1 RP11-480I12.4 HACL1 DNAH8 AKAP11 PDXDC1 CIB1 TRAP1
SLC5A11 PRRG4 CA4 TRIM14 DBNDD1 TMEM183A SEC13 COX6A1P2 AKAP11 C16orf45 FURIN DNAJA3
TUFM CSTF3 TACO1 DKFZP434H0512 C16orf3 ATP2B4 SYN2 PPIL1 DCLK1 CTD-2349B8.1 RP11-697E2.6 SRL
CHP2 CCDC73 MARCH10 CDC14B C16orf3 CHI3L1 FANCD2OS MTCH1 TNFSF11 PDILT CIB1 C16orf72
TNRC6A FANCF CEP112 TEX10 C16orf3 ADORA1 FANCD2 KCTD20 FOXO1 ABCC1 C15orf38 ZNF500
RABEP2 METTL15 GH2 ANKS6 DBNDD1 SYT2 BTD KCNK17 DGKH PDXDC1 FES DNAJA3
XPO6 DNAJC24 RAD51C ZNF367 AC133919.6 PRELP TAMM41 TULP1 TNFSF11 PDXDC1 GDPGP1 CREBBP
PRKCB EIF3M C17orf64 ERCC6L2 FANCA KDM5B HDAC11 LHFPL5 EXOSC8 NDE1 NGRN NAGPA
ZKSCAN2 KCNA4 SCN4A C9orf156 C16orf3 SYT2 METTL6 SRSF3 KL ERCC4 C15orf32 ANKS3
LCMT1 CAPRIN1 SKA2 TBC1D2 CENPBD1 OPTC TATDN2 KCNK5 SMAD9 RP11-719K4.1 SEMA4B CORO7
ERN2 CD59 BRIP1 FOXE1 FANCA CYB5R1 VGLL4 MAPK13 MRPS31 NOMO3 HDDC3 VASN
CACNG3 FANCF GH2 SEC61B SPIRE2 KLHL12 TMEM43 CLPS FREM2 ABCC1 WDR93 C16orf89
EIF3CL AC132216.1 MRC2 TRIM14 GAS8 LGR6 ATG7 RNF8 SMAD9 PARN BLM SEPT12
GTF3C1 METTL15 C17orf72 ERCC6L2 TCF25 KDM5B NR2C2 DAAM2 CCDC169-SOHLH2 GPR139 IDH2 SLX4
AQP8 DCDC5 SMURF2 C9orf156 RP11-356C4.2 ADIPOR1 AC034193.1 BRPF3 STOML3 KIAA0430 CRTC3 ROGDI
PALB2 LGR4 PPM1E AAED1 DBNDD1 KLHL12 MKRN2-AS1 COX6A1P2 PROSER1 ERCC4 RCCD1 MGRN1
IL4R QSER1 PSMC5 ANKS6 PRDM7 CHI3L1 SEC13 MAPK14 PROSER1 MKL2 GDPGP1 TMEM114
NPIPL1 CD59 AXIN2 FANCC C16orf3 KLHL12 MKRN2 TULP1 N4BP2L1 GPRC5B ARRDC4 RBFOX1
SBK1 ABTB2 METTL2A CDC14B C16orf3 CNTN2 IQSEC1 RAB44 FOXO1 BFAR RP11-697E2.6 PMM2
PRKCB SLC17A6 C17orf82 HABP4 TCF25 REN COLQ MTCH1 RGCC ABCC1 ANPEP DNAJA3
CTD-3203P2.2 PRRG4 MAP3K3 TMEFF1 TCF25 LAX1 VHL RNF8 LHFP CTD-2349B8.1 IQGAP1 C16orf96
HS3ST4 LUZP2 GDPD1 KRT8P11 DEF8 FMOD GHRL BTBD9 NAA16 GPRC5B C15orf32 TMEM114
CCDC101 GAS2 TLK2 TEX10 DEF8 LRRN2 GHRL MTCH1 SPG20OS ERCC4 AP3S2 GLIS2
SULT1A1 CCDC34 FTSJ3 ALG2 FANCA ATP2B4 HACL1 PPIL1 RGCC ITPRIPL2 TTLL13 ROGDI
SPNS1 DCDC5 CSHL1 ERP44 FANCA RBBP5 TAMM41 KCTD20 VWA8 FOPNL C15orf38-AP3S2 EMP2
PLK1 DCDC5 USP32 C9orf174 CENPBD1 TMEM183A CCDC174 DAAM2 FAM216B NDE1 RGMA CDIP1
SLC5A11 SLC5A12 DCAF7 LPPR1 FANCA CDK18 MKRN2 STK38 RP11-298P3.4 UMOD SV2B SLX4
DCTN5 DNAJC24 GH2 ERP44 FANCA RBBP5 ATP2B2 FTSJD2 N4BP2L1 CCP110 VPS33B PPL
PLK1 FANCF PSMC5 HEMGN FANCA PLEKHA6 HDAC11 SRPK1 NBEA RP11-467M13.1 BLM UBN1
CTD-3203P2.2 WT1 PPM1D STX17 SPIRE2 REN VHL DAAM2 MAB21L1 NOMO2 RP11-697E2.6 NAGPA
IL21R HIPK3 CA4 HABP4 C16orf3 CHI3L1 CHCHD4 KCNK16 CCDC169-SOHLH2 NOMO3 NR2F2 USP7
DCTN5 AC132216.1 INTS2 ZNF367 MC1R REN ZFYVE20 CLPSL2 COG6 COQ7 C15orf38 CORO7-PAM16
ZKSCAN2 ABTB2 PSMC5 SEC61B FANCA RABIF TSEN2 C6orf222 WBP4 ERCC4 VPS33B C16orf96
NUPR1 LGR4 GH1 NR4A3 MC1R MYOG METTL6 C6orf222 MTRF1 C16orf62 CRTC3 CDIP1
ERN2 ANO5 AXIN2 CORO2A TCF25 GOLT1A IQSEC1 ZFAND3 VWA8 GDE1 ARRDC4 NAGPA
NPIPL1 ABTB2 VMP1 COL15A1 DEF8 CNTN2 CCDC174 C6orf89 BRCA2 SMG1 ZNF710 EMP2
IL4R WT1 CTD-2510F5.6 CTSL2 SPIRE2 FMOD TIMP4 KCNK5 DCLK1 SHISA9 AC087477.1 SLX4
SULT1A2 KIF18A CCDC47 TRIM14 DEF8 TMEM81 NUP210 KCNK17 CCNA1 PDXDC1 KIF7 C16orf96
SLC5A11 MPPED2 TACO1 ERCC6L2 FANCA LEMD1 METTL6 PXT1 DCLK1 CCP110 AC016251.1 METTL22
ARHGAP17 RCN1 CACNG1 NCBP1 DBNDD1 ZC3H11A WNT7A DNAH8 RGCC KIAA0430 POLG GRIN2A
NSMCE1 LIN7C CLTC NR4A3 AC133919.6 BTG2 TAMM41 PPIL1 BRCA2 SMG1 CRTC3 C16orf71
RABEP2 AC132216.1 TLK2 ERP44 FANCA BTG2 TSEN2 PPARD BRCA2 TMC5 MESP2 HMOX2
CD19 IMMP1L CTD-2535L24.2 TMOD1 GAS8 PIK3C2B TMEM43 CPNE5 POSTN C16orf88 AP3S2 TFAP4
ATXN2L CSTF3 CEP95 TMOD1 FANCA CNTN2 C3orf20 GLP1R CCDC169 PDILT ANPEP ABAT
BOLA2 QSER1 SCN4A ALG2 FANCA NUAK2 TMEM43 LHFPL5 ALG5 IQCK RHCG SLX4
TNRC6A C11orf91 BCAS3 CDC14B MC1R CDK18 GHRL TEAD3 SLC25A15 PDXDC1 SEMA4B ROGDI
PRKCB ANO5 NACA2 CORO2A FANCA UBE2T HRH1 LHFPL5 UFM1 TMC7 MESP1 TFAP4
CACNG3 GAS2 PPM1D TRIM14 GAS8 SOX13 TMEM40 LHFPL5 TRPC4 NTAN1 C15orf38 ABAT
SH2B1 ELP4 CSH1 HEMGN TCF25 MDM4 TMEM40 PPARD N4BP2L2 AC092291.2 IDH2 SLX4
PLK1 BDNF PTRH2 ERP44 DBNDD1 GOLT1A MRPS25 PXT1 CCNA1 ABCC1 RP11-697E2.6 C16orf89
RABEP2 HIPK3 GDPD1 TGFBR1 RP11-356C4.2 ATP2B4 ATG7 BTBD9 ELF1 RPS15A HDDC3 TRAP1
AQP8 SLC17A6 RP11-15E18.4 MRPL50 GAS8 MFSD4 BTD LHFPL5 FOXO1 GPR139 C15orf32 FAM86A
AQP8 FBXO3 CEP112 FAM22G GAS8 RBBP5 IRAK2 MTCH1 COG6 NPIP MAN2A2 SRL
RABEP2 METTL15 SCN4A TMOD1 FANCA OPTC FGD5 MTCH1 MRPS31 XYLT1 RP11-697E2.6 RBFOX1
RBBP6 QSER1 TEX2 ALG2 CENPBD1 MFSD4 CCDC174 TMEM217 LHFP FOPNL RP11-697E2.6 NUDT16L1
PRKCB ABTB2 EFCAB3 CTSL2 SPIRE2 ZC3H11A VHL FANCE UFM1 RP11-1212A22.2 NR2F2 GLIS2
TNRC6A MUC15 CACNG5 TGFBR1 GAS8 NFASC IQSEC1 CPNE5 FOXO1 SHISA9 TTLL13 NAGPA
DCTN5 SLC5A12 CA4 TSTD2 C16orf3 RABIF SYN2 C6orf222 FREM2 COQ7 AC087477.1 MGRN1
SH2B1 LGR4 FTSJ3 MRPL50 SPIRE2 OPTC NUP210 BTBD9 POSTN IQCK FANCI ATF7IP2
DCTN5 TCP11L1 CEP95 SEC61B AC133919.6 CDK18 HRH1 MAPK13 DCLK1 KIAA0430 FES HMOX2
NPIPL1 CAPRIN1 ERN1 STX17 C16orf3 ZC3H11A BTD SRSF3 POSTN NPIPP1 RCCD1 NMRAL1
EIF3CL ELP4 RAD51C TBC1D2 FANCA GOLT1A TPRXL ETV7 BRCA2 RP11-467M13.1 AC087477.1 C16orf96
NFATC2IP KIAA1549L TEX2 TMEFF1 RP11-356C4.2 CDK18 CAND2 PIM1 SPG20 ERCC4 SEMA4B C16orf96
SULT1A2 FANCF CSH2 ZNF782 PRDM7 MYBPH VGLL4 PIM1 BRCA2 ARL6IP1 ARRDC4 TMEM114
IL4R PRRG4 CSHL1 GALNT12 AC133919.6 SYT2 GHRL CLPSL2 NHLRC3 PDILT GABARAPL3 SRL
PRKCB TCP11L1 C17orf82 TGFBR1 TCF25 KDM5B IRAK2 DNAH8 SOHLH2 COQ7 UNC45A VASN
ZKSCAN2 RCN1 CSH2 MURC RP11-356C4.2 AC119673.1 FANCD2OS PIM1 COG6 NTAN1 TICRR UBN1
NPIPL1 ANO3 SMG8 FANCC GAS8 BTG2 SLC6A6 SLC26A8 PDS5B PLA2G10 WDR93 NLRC3
EIF3CL ANO3 DDX42 AAED1 FANCA LGR6 TMEM40 TULP1 CCDC169-SOHLH2 ERCC4 ST8SIA2 RP11-127I20.4
LCMT1 QSER1 LIMD2 TEX10 AC133919.6 AC119673.1 MRPS25 BRPF3 CCDC169-SOHLH2 ERCC4 MCTP2 TRAP1
SULT1A2 FANCF TANC2 MURC RP11-356C4.2 TMEM81 IRAK2 ZFAND3 TNFSF11 C16orf45 AC016251.1 ZNF500
PALB2 LIN7C METTL2A CDC14B FANCA KLHDC8A RPL32 KCTD20 BRCA2 C16orf45 PRC1 TMEM114
SBK1 SLC5A12 C17orf64 ERP44 DBNDD1 RBBP5 IRAK2 MAPK14 FAM48A IQCK HDDC3 PMM2
SPNS1 MUC15 TANC2 MURC DEF8 KLHL12 FBLN2 MDGA1 SMAD9 NDE1 FAM174B METTL22
DCTN5 DCDC5 HEATR6 ERP44 FANCA CHI3L1 BTD BRPF3 FAM48A GPR139 CRTC3 CREBBP
SBK1 EHF SMG8 LPPR1 RP11-356C4.2 TMCC2 CCDC174 FKBP5 UFM1 KIAA0430 RP11-697E2.6 SEPT12
PALB2 METTL15 CACNG5 INVS GAS8 ELK4 IRAK2 ARMC12 COG6 C16orf62 ZNF774 TFAP4
RBBP6 ELF5 CTD-2510F5.6 HSD17B3 CENPBD1 BTG2 NUP210 KCNK17 NAA16 NPIP GDPGP1 C16orf72
EIF3C LMO2 CD79B MSANTD3-TMEFF1 GAS8 BTG2 TATDN2 PNPLA1 RP11-298P3.4 NDE1 CHD2 ATF7IP2
CCDC101 TCP11L1 PPM1D MSANTD3-TMEFF1 PRDM7 SNRPE FGD5 MAPK13 KL PDXDC1 PLIN1 NMRAL1
IL27 CAPRIN1 PRR11 LPPR1 AC133919.6 ETNK2 RPL32 TEAD3 CSNK1A1L NPIPP1 POLG VASN
HS3ST4 ANO3 USP32 LPPR1 SPIRE2 TMEM81 BTD FANCE MRPS31 SHISA9 RGMA EMP2
APOBR FANCF CEP112 FAM22G RP11-356C4.2 KLHDC8A COLQ CLPS SUGT1P3 PDILT CHD2 SEC14L5
IL27 RCN1 TLK2 SEC61B DEF8 UBE2T ATG7 CDKN1A TRPC4 SMG1 IQGAP1 CARHSP1
EIF3C DNAJC24 CCDC47 TGFBR1 AC133919.6 CHI3L1 CAPN7 FKBP5 MTRF1 TMC7 MESP1 FAM86A
SH2B1 MUC15 INTS2 HIATL2 GAS8 ADIPOR1 ATG7 STK38 NBEA UMOD TICRR CORO7-PAM16
PALB2 BDNF MRC2 ALG2 GAS8 LRRN2 TATDN2 KCNK5 WBP4 FOPNL MESP1 FAM86A
PALB2 ARL14EP CYB561 MRPL50 AC133919.6 RBBP5 TATDN2 FANCE FAM216B RP11-719K4.2 SLCO3A1 GLIS2
IL27 WT1 DDX5 ANKS6 TCF25 AC119673.1 NR2C2 LHFPL5 PROSER1 SYT17 NGRN CDIP1
EIF3CL CD59 CSH1 TSTD2 TCF25 REN TIMP4 PXT1 FAM48A C16orf62 GDPGP1 RBFOX1
XPO6 WT1 RNFT1 FANCC SPIRE2 RP11-480I12.4 BRK1 RAB44 UFM1 NTAN1 C15orf38-AP3S2 ADCY9
ZKSCAN2 CCDC73 TLK2 STX17 DBNDD1 SNRPE SLC6A6 SRSF3 LHFP NTAN1 PEX11A CDIP1
EIF3CL KCNA4 RAD51C FAM22G SPIRE2 KLHDC8A HDAC11 PNPLA1 WBP4 GP2 CIB1 USP7
RABEP2 KIAA1549L SKA2 XPA TCF25 LGR6 FGD5 DAAM2 RP11-298P3.4 ARL6IP1 C15orf38-AP3S2 UBN1
NSMCE1 SLC17A6 CSH1 ZNF189 DEF8 CHI3L1 EAF1 KCTD20 SOHLH2 GDE1 AC016251.1 TFAP4
SULT1A1 CSTF3 METTL2A ERCC6L2 FANCA MDM4 MKRN2 LHFPL5 KL COQ7 BLM ANKS3
CTB-134H23.2 ELF5 GNA13 ALG2 MC1R PPFIA4 NR2C2 BTBD9 FAM48A ABCC1 FURIN NMRAL1
CTB-134H23.2 ANO3 MAP3K3 DKFZP434H0512 CENPBD1 TMEM81 VHL PIM1 KBTBD7 NDE1 AC016251.1 SRL
PALB2 SLC17A6 BRIP1 HSD17B3 DEF8 KLHDC8A MKRN2 TULP1 PROSER1 MYH11 PRC1 EMP2
PRKCB CAT CACNG4 ZNF367 SPIRE2 LAX1 COLQ COX6A1P2 CCDC169-SOHLH2 GPRC5B FANCI EMP2
LAT SLC17A6 POLG2 FANCC PRDM7 ZC3H11A SLC6A1 CPNE5 FAM216B COQ7 C15orf32 TFAP4
PALB2 RCN1 PPM1E XPA DBNDD1 MYBPH ATP2B2 RAB44 SERTM1 TMC7 UNC45A PPL
LAT AC132216.1 CYB561 ANKS6 DEF8 PPP1R12B VHL CPNE5 FAM216B RP11-1212A22.2 ANPEP RP11-127I20.4
CTD-3203P2.2 CCDC34 RAD51C ZNF367 TCF25 LRRN2 SLC6A6 MTCH1 COG6 RPS15A RP11-697E2.6 RBFOX1
EIF3C FBXO3 RAD51C ERP44 DBNDD1 SLC45A3 AC034193.1 FANCE CCNA1 BFAR CIB1 SLX4
NPIPL1 KCNA4 MARCH10 AAED1 PRDM7 CDK18 FBLN2 PIM1 SERTM1 PDXDC1 SV2B SEPT12
PALB2 AC103801.2 TACO1 HEMGN C16orf3 LGR6 HACL1 CCDC167 WBP4 CTD-2349B8.1 MCTP2 UBN1
CTD-3203P2.2 ARL14EP ICAM2 CORO2A TCF25 BTG2 NR2C2 FGD2 TRPC4 ERCC4 GDPGP1 GLYR1
SBK1 CAPRIN1 CD79B ZNF782 FANCA TMEM81 HRH1 FKBP5 KL PDILT AC087477.1 FAM100A
ATP2A1 RP11-17A1.2 TEX2 ANP32B FANCA NUAK2 TMEM40 SAYSD1 RGCC ITPRIPL2 RP11-697E2.6 RBFOX1
HS3ST4 CCDC34 TRIM37 HIATL2 C16orf3 KDM5B METTL6 FTSJD2 MAB21L1 CTD-2349B8.1 FANCI RP11-297M9.1
AQP8 ELP4 USP32 NR4A3 DEF8 ATP2B4 MRPS25 PI16 UFM1 RP11-719K4.1 SPATA8 NUDT16L1
SULT1A1 ANO5 BRIP1 MSANTD3 FANCA CHIT1 LSM3 CCDC167 SPG20 PARN HDDC3 C16orf89
SNX29P2 EIF3M BRIP1 ERCC6L2 C16orf3 UBE2T NR2C2 GLO1 STARD13 GPR139 AC087477.1 GLYR1
EIF3CL SVIP DDX5 TMEFF1 RP11-356C4.2 KDM5B RAF1 PNPLA1 SOHLH2 ERCC4 AP3S2 ANKS3
HS3ST4 LGR4 TLK2 NANS FANCA REN ZFYVE20 ZFAND3 SERTM1 CTD-2349B8.1 FANCI USP7
HS3ST4 DEPDC7 SMURF2 CTSL2 MC1R SYT2 TSEN2 PNPLA1 COG6 GPR139 GDPGP1 HMOX2
PALB2 PAX6 CTD-2535L24.2 TMOD1 DBNDD1 LGR6 SLC6A1 PXT1 STARD13 PDILT IQGAP1 METTL22
EIF3CL RP11-17A1.2 RPS6KB1 NCBP1 PRDM7 KLHL12 EAF1 KCNK17 BRCA2 NPIPP1 MAN2A2 CORO7
SLC5A11 FSHB TBX4 NCBP1 MC1R SLC45A3 SLC6A6 BRPF3 EXOSC8 NOMO2 ST8SIA2 ALG1
ATP2A1 C11orf91 BCAS3 ZNF367 AC133919.6 ZC3H11A TAMM41 STK38 PDS5B GPRC5B ZNF774 GLYR1
GTF3C1 LMO2 ERN1 AAED1 RP11-356C4.2 CHI3L1 PPARG KCNK17 N4BP2L1 CTD-2349B8.1 GDPGP1 CREBBP
IL27 HIPK3 RPS6KB1 ZNF367 RP11-356C4.2 ZBED6 AC034193.1 PPARD FAM48A RP11-1035H13.3 TTLL13 NMRAL1
HS3ST4 PAX6 TRIM37 TMOD1 SPIRE2 ADORA1 HDAC11 PXT1 VWA8 ERCC4 CRTC3 ZNF500
KIAA0556 SLC5A12 GH2 TDRD7 DBNDD1 MYOG FANCD2 FKBP5 WBP4 FOPNL WDR93 SEC14L5
ZKSCAN2 LMO2 CACNG5 CTSL2 AC133919.6 CNTN2 METTL6 PXT1 FOXO1 ARL6IP1 RCCD1 CREBBP
CTB-134H23.2 ABTB2 AXIN2 AAED1 C16orf3 SOX13 MRPS25 CCDC167 MTRF1 TMC5 FES TMEM186
SBK1 LUZP2 CCDC47 AAED1 GAS8 NFASC SLC6A1 DAAM2 BRCA2 CTD-2349B8.1 POLG PPL
GSG1L RP11-17A1.2 AXIN2 HSD17B3 CENPBD1 ELK4 NR2C2 C6orf222 RFXAP PDILT FAM174B GLIS2
NUPR1 SLC17A6 TEX2 ERP44 RP11-356C4.2 SYT2 ZFYVE20 STK38 DGKH GPR139 FES PPL
CACNG3 KIF18A PTRH2 GABBR2 PRDM7 UBE2T XPC KCNK17 PROSER1 SYT17 WDR93 VASN
ARHGAP17 ANO3 PSMC5 DKFZP434H0512 FANCA KISS1 GHRL BRPF3 CSNK1A1L RP11-719K4.1 SPATA8 VASN
EIF3C METTL15 TACO1 TRIM14 MC1R ELK4 C3orf20 SRSF3 EXOSC8 RPS15A IQGAP1 ROGDI
ATP2A1 BDNF ICAM2 MRPL50 SPIRE2 ETNK2 GHRL MDGA1 CCDC169 NTAN1 ANPEP GLIS2
ARHGAP17 BDNF INTS2 TMEFF1 FANCA CHIT1 HRH1 LHFPL5 SPG20 COQ7 FURIN ROGDI
APOBR MPPED2 RP11-51F16.8 TMEFF1 TCF25 ZBED6 TMEM40 FKBP5 ALG5 C16orf62 VPS33B CARHSP1
CD19 RCN1 TBX2 ZNF367 DEF8 ATP2B4 FGD5 DNAH8 N4BP2L2 GDE1 TICRR TRAP1
LCMT1 BDNF TACO1 CTSL2 CENPBD1 LEMD1 CAPN7 RPL10A CCDC169-SOHLH2 NTAN1 UNC45A ROGDI
IL21R KCNA4 CSHL1 BAAT DBNDD1 NUAK2 IRAK2 FKBP5 UFM1 MKL2 ZNF710 RBFOX1
NPIPL1 DNAJC24 GNA13 BAAT FANCA NFASC WNT7A KCTD20 RFC3 ERCC4 POLG SLX4
SNX29P2 RP11-17A1.2 SMURF2 TBC1D2 DEF8 PPFIA4 ZFYVE20 SRPK1 BRCA2 KIAA0430 C15orf32 UBN1
TNRC6A CD59 PTRH2 TSTD2 C16orf3 KDM5B METTL6 MDGA1 TRPC4 NOMO2 RGMA GLYR1
SULT1A1 CCDC34 DDX5 TGFBR1 MC1R ZBED6 FANCD2 SRSF3 EXOSC8 GPRC5B UNC45A ROGDI
DCTN5 ARL14EP SKA2 HABP4 MC1R MFSD4 SLC6A11 SLC26A8 ELF1 NPIPP1 GABARAPL3 PAM16
HS3ST4 FBXO3 RGS9 MRPL50 AC133919.6 KDM5B RPL32 CDKN1A RFC3 SHISA9 IQGAP1 ADCY9
SPNS1 ABTB2 ERN1 MRPL50 PRDM7 UBE2T FGD5 ARMC12 RFC3 CLEC19A IQGAP1 SEPT12
NUPR1 IMMP1L TANC2 GABBR2 DEF8 NUAK2 MRPS25 FANCE RFC3 ABCC1 SEMA4B NUDT16L1
CCDC101 IMMP1L TUBD1 CTSL2 C16orf3 CHI3L1 NR2C2 CPNE5 KBTBD7 ABCC6 POLG SEPT12
SULT1A1 ARL14EP CLTC ALG2 MC1R ELK4 RPL32 KCNK16 COG6 COQ7 CHD2 ADCY9
